Community Area Name,Community Area Number,Property Type,Property Name,Address,Zip Code,Phone Number,Management Company,Units,X Coordinate,Y Coordinate,Latitude,Longitude,Location
North Lawndale,29,Multifamily,Park Douglas,Ogden/California/Talman,60608,773-893-4800,Interstate Realty Management Co.,54,,,,,
North Park,13,Senior,North Park Village Apartments,5801 N. Pulaski Road,60646,773-478-6890,EHDOC,137,1148723.501,1938044.237,41.98593151,-87.72836921,"(41.9859315142, -87.72836921)"
North Park,13,Senior,Edward M. Marx Apartments,5801 N. Pulaski Road,60646,773-583-4182,EHDOC,180,1148723.501,1938044.237,41.98593151,-87.72836921,"(41.9859315142, -87.72836921)"
Norwood Park,,Senior,Senior Suites of Norwood Park,5700 N. Harlem Ave.,60631,888-339-2315,Senior Lifestyle ,84,1127328.815,1937441.873,41.98466628,-87.80707301,"(41.9846662832, -87.8070730079)"
Oakland,36,Multifamily,Oakwood Shores 1A,37th/Ellis,60653,773-373-1300,"The Community Builders, Inc.",40,,,,,
Oakland,36,Multifamily,Oakwood Shores 1B,37th/Cottage,60653,773-373-1300,"The Community Builders, Inc.",163,,,,,
Oakland,36,Multifamily,Oakwood Shores 2A,37th/Langley,60653,773-373-1300,"The Community Builders, Inc.",162,,,,,
Oakland,36,Multifamily,Oakwood Shores 2B 1,38th/Vincennes,60653,773-373-1300,"The Community Builders, Inc.",199,,,,,
Oakland,36,Multifamily,Oakwood Shores Senior Apartments,3750 S. Cottage Grove Ave.,60653,773-373-1300,"The Community Builders, Inc.",75,1181862.329,1880153.551,41.82637057,-87.60828676,"(41.8263705668, -87.6082867641)"
Oakland,36,Multifamily,Lake Park Crescent,1061 E. 41st Place,60653,773-268-0200,"Draper and Kramer, Inc.",32,1184161.776,1877771.789,41.81978129,-87.59992527,"(41.8197812878, -87.5999252673)"
Oakland,36,Senior,Oakwood Shores Terrace,3755 S. Cottage Grove Ave.,60653,773-373-1300,"The Community Builders, Inc.",148,1181955.52,1880134.932,41.82631731,-87.60794545,"(41.826317314, -87.6079454471)"
Pullman,50,Multifamily,Pullman Wheelworks,901 E. 104th St.,60628,773-785-1300,Mercy Housing,210,1184202.937,1836150.183,41.70556659,-87.60107403,"(41.7055665942, -87.6010740303)"
Pullman,50,Senior,Pullman Suites,15 E. 112th Place,60628,773-840-3993,Triangle & Assoc.,60,1178428.442,1830343.03,41.68976374,-87.62239508,"(41.6897637422, -87.6223950849)"
Riverdale,54,Senior,Concordia Apartments,13037 S. Daniel Dr.,60627,773-995-5200,"DRE, Inc.",75,1180294.274,1818758.372,41.65793125,-87.6159174,"(41.6579312533, -87.6159174009)"
Rogers Park,1,Supportive Housing,Wayne Street Apartments,6808 N. Wayne Ave.,60626,773-572-5272,The Thresholds,297,1165865.348,1945401.689,42.00577097,-87.66511109,"(42.0057709728, -87.6651110904)"
Rogers Park,1,Senior,Morse Senior Apartments,6928 N. Wayne Ave.,60626,312-602-6207,Morse Urban Dev.,44,1165843.898,1946058.513,42.00757377,-87.66517114,"(42.0075737709, -87.6651711448)"
Rogers Park,1,Senior,James Sneider Apartments,7450 N. Rogers Ave.,60626,773-743-3699,Hispanic Housing Dev. Corp.,57,1163640.709,1949531.171,42.01714971,-87.67317857,"(42.0171497111, -87.6731785733)"
Rogers Park,1,Senior,Wayne Senior Housing,6928 N. Wayne Ave.,60626,773-274-0177,CIG Management,119,1165843.898,1946058.513,42.00757377,-87.66517114,"(42.0075737709, -87.6651711448)"
Roseland,49,Supportive Housing,Wentworth Commons,11045 S. Wentworth Ave.,60628,773-568-7804,Mercy Housing Lakefront,50,1176951.402,1831516.016,41.69301591,-87.62776735,"(41.6930159121, -87.6277673462)"
Roseland,49,Multifamily,Roseland Ridge Apartments,10513 S. Michigan Ave.,60628,773-341-3158,NHS Redevelopment Corp.,51,1178893.699,1835198.534,41.70307738,-87.62054468,"(41.7030773785, -87.6205446771)"
Roseland,49,Supportive Housing,Holland Apartments,240 W. 107th Place,60628,773-568-3031,Mercy Housing,40,1176448.512,1833690.986,41.69899564,-87.62954345,"(41.698995638, -87.6295434504)"
Roseland,49,Senior,Victory Center of Roseland,10450 S. Michigan Ave.,60628,773-468-6400,Pathway Senior Living ,81,1178829.401,1835494.405,41.70389075,-87.62077116,"(41.7038907515, -87.6207711553)"
Roseland,49,Senior,Roseland Ridge Senior Apartments,10400-30 S. Michigan Ave.,60628,773-548-8301,Neighborhood Housing Services,124,1178859.465,1836023.491,41.70534195,-87.62064503,"(41.7053419518, -87.6206450334)"
Roseland,,Inter-generational,Roseland Village Grand-Family Apartments,63 E. 104th St.,60628,773-468-1901,Mercy Housing,10,1178767.713,1835996.433,41.70526978,-87.62098184,"(41.7052697846, -87.6209818377)"
South Chicago,46,Senior,Victory Center of South Chicago,3251 E. 92nd St.,60617,773-449-2600,Pathway Senior Living ,60,1199523.085,1844538.456,41.72821355,-87.54469279,"(41.7282135464, -87.5446927939)"
South Chicago,46,Supportive Housing,Bettendorf Place SRO,8425 S. Saginaw Ave.,60617,773-359-4902,Alexian Brothers Bonaventure House,112,1195337.919,1849509.651,41.74195912,-87.5598599,"(41.7419591238, -87.5598598952)"
South Chicago,46,Senior,Victory Center of South Chicago,9200 S. Burley Ave.,60617,773-449-2600,Pathway Senior Living ,23,1199232.901,1844538.1,41.72821986,-87.54575578,"(41.7282198588, -87.5457557823)"
South Chicago,46,Multifamily,Casa Kirk,3200 E. 92nd St.,60617,773-734-2884,Interfaith Housing Corp.,112,1198941.103,1844604.277,41.72840878,-87.54682246,"(41.7284087757, -87.546822457)"
South Lawndale,30,Multifamily,Casa Sor Juana,2700 S. Drake Ave.,60608,312-850-1935,The Resurrection Project,29,1153098.302,1885797.728,41.84247656,-87.71366715,"(41.842476558, -87.713667149)"
South Shore,43,Multifamily,Highlands Tudor Manor,7018 S. Cregier Ave.,60649,773-667-1940,Related Management Co. LP,18,1189376.954,1858721.452,41.76738208,-87.58140538,"(41.7673820796, -87.5814053802)"
South Shore,43,Senior,Senior Suites of Rainbow Beach,2804 E. 77th Place,60649,773-374-5333,Senior Lifestyle Corp.,87,1196631.912,1854159.484,41.7546866,-87.55496472,"(41.7546866025, -87.5549647165)"
South Shore,43,Senior,Rainbow's End,7538 S. Kingston Ave.,60649,773-768-5402,"Urban Property Advisors, LLC",84,1194467.28,1855300.561,41.75787127,-87.56285983,"(41.7578712724, -87.5628598349)"
South Shore,43,Senior,Senior Suites of South Shore,2355 E. 67th St.,60649,773-324-2333,Senior Lifestyle Corp.,55,1193073.323,1860960.163,41.77343579,-87.56778382,"(41.7734357917, -87.567783821)"
Uptown,3,Supportive Housing,Major Jenkins Apartments,5012 N. Winthrop Ave.,60640,773-506-3486,Mercy Housing,96,1167919.615,1933730.438,41.97370056,-87.65789194,"(41.9737005572, -87.6578919355)"
Uptown,3,Multifamily,Uptown Preservation Apartments,900 W. Windsor Ave.,60640,773-286-5400,Leasing & Management Co. Inc.,160,1169410.724,1930422.942,41.9645923,-87.65250544,"(41.9645923009, -87.6525054366)"
Uptown,3,Multifamily,Uptown Preservation Apartments,4431 N. Clifton Ave.,60640,773-286-5400,Leasing & Management Co. Inc.,18,1167869.511,1929704.264,41.96265369,-87.65819285,"(41.9626536881, -87.6581928459)"
Uptown,3,Multifamily,Uptown Preservation Apartments,927 W. Wilson Ave.,60640,773-286-5400,Leasing & Management Co. Inc.,18,1169143.773,1930693.074,41.96533937,-87.65347906,"(41.9653393681, -87.653479057)"
Uptown,3,Multifamily,Malden Arms Apartments,4727 N. Malden St.,60640,773-334-2164,Mercy Housing,41,1166646.838,1931640.345,41.96799271,-87.66263241,"(41.967992713, -87.6626324087)"
Uptown,3,Multifamily,Sunnyside Kenmore Apartments,847-49 W. Sunnyside Ave.,60640,773-769-3116,"Metroplex, Inc.",83,1169606.678,1930039.336,41.9635354,-87.65179619,"(41.9635353994, -87.6517961908)"
Uptown,3,Multifamily,Sunnyside Kenmore Apartments,4130 N. Kenmore Ave.,60640,773-769-3116,"Metroplex, Inc.",13,1168380.03,1927860.194,41.95758244,-87.65636944,"(41.9575824413, -87.6563694357)"
Uptown,3,Senior,Wilson Yard Senior Apartments,1032 W. Montrose Ave,60613,866-227-0438,Holsten Real Estate Dev. Corp.,13,1168438.959,1929421.65,41.96186585,-87.65610743,"(41.9618658533, -87.6561074284)"
Uptown,3,Senior,Kenmore Senior Housing,5040 N. Kenmore Ave.,60640,773-769-3006,The Habitat Co.,98,1168292.832,1934023.29,41.97449607,-87.65651102,"(41.9744960685, -87.6565110221)"
Uptown,3,Supportive Housing,Harold Washington Apartments,4946 N. Sheridan Road ,60640,312-447-4621,Mercy Housing,100,1168689.933,1933461.587,41.97294612,-87.65506712,"(41.9729461221, -87.6550671247)"
Uptown,3,Multifamily,850 Eastwood,850 W. Eastwood Ave.,60640,773-275-6877,Mercy Housing,69,1169619.113,1931130.186,41.96652845,-87.65171856,"(41.9665284532, -87.6517185639)"
Uptown,3,Senior,Ruth Shriman House,4040 N. Sheridan Road,60613,773-665-2210,Interfaith Housing Corp.,231,1168832.75,1927172.303,41.95568502,-87.65472513,"(41.9556850173, -87.6547251281)"
Uptown,,ARO,Somerset Place Apartments,5009 N. Sheridan Road,60640,317-596-2168,Zidan Management Group,16,1168763.559,1933706.921,41.97361773,-87.65478924,"(41.9736177254, -87.6547892431)"
Washington Heights,73,Senior,Senior Suites of Washington Heights,848 W. 103rd St.,60643,773-233-1333,Senior Lifestyle Corp.,82,1172263.727,1836577.477,41.70700943,-87.64478166,"(41.7070094274, -87.6447816603)"
Washington Heights,73,Senior,Brainerd Senior Center,8915 S. Loomis St.,60620,773-429-1501,Realty & Mortgage Co.,60,1168602.534,1845525.798,41.73164453,-87.65793186,"(41.7316445313, -87.6579318552)"
Washington Park,40,People with Disabilities,Urbanite Apartments,5441 S. Michigan Ave.,60615,773-285-3341,Assoc. of Chicago Day School,85,1178127.358,1868790.595,41.7952753,-87.62233438,"(41.7952753031, -87.6223343775)"
Washington Park,40,People with Disabilities,"Brand New Beginnings, Inc.",5801 S. Michigan Ave.,60637,773-955-5780,Harriet Tubman NFP,25,1178188.164,1866559.655,41.78915201,-87.62217908,"(41.7891520073, -87.6221790762)"
Washington Park,40,Multifamily,St. Edmund's Manor,5947 S. Indiana Ave.,60653,773-548-8924,St. Edmund's Manor Ltd.,24,1178662.056,1865432.916,41.78604936,-87.62047574,"(41.7860493567, -87.6204757369)"
Washington Park,40,Multifamily,St. Edmund's Village,6253 S. Michigan Ave.,60653,773-493-2411,St. Edmund's Village LP,31,1178307.697,1863372.599,41.78040369,-87.62183749,"(41.7804036945, -87.6218374892)"
Washington Park,40,Multifamily,Michigan Plaza (St. Edmund's Plaza),5701 S. Michigan Ave.,60653,773-548-8924,Michigan Plaza LP,230,1178170.371,1867225.804,41.79098039,-87.62222411,"(41.7909803898, -87.6222241137)"
Washington Park,40,Multifamily,Harriett Tubman Apartments,5751-59 S. Michigan Ave.,60637,773-752-9760,Brand New Beginnings Inc.,65,1178184.05,1866708.816,41.78956141,-87.62218963,"(41.7895614137, -87.6221896343)"
Washington Park,40,Supportive/Kinship Families,Coppin House,325-43 E. 55th Place,60637,773-752-2331,Interfaith Housing Corp.,28,1179276.077,1868251.46,41.79376972,-87.61813849,"(41.7937697184, -87.6181384856)"
Washington Park,40,Multifamily,St. Edmund's Commons,110 E. 60th St.,60637,773-420-3328,St. Edmund's Redevelopment Corp.,54,1178315.994,1865303.085,41.78570095,-87.6217485,"(41.7857009548, -87.6217485015)"
Washington Park,40,Senior HUD 202,St. Edmund's Corners,5556 S. Michigan Ave.,60637,773-667-7583,St. Edmund's Redevelopment Corp.,53,1178070.443,1867951.677,41.79297452,-87.62256852,"(41.7929745219, -87.6225685185)"
Washington Park,40,Senior,TRC Senior Village I,346 E. 53rd St.,60615,773-924-9270,The Renaissance Collaborative,35,1179447.49,1869994.898,41.79854996,-87.61745669,"(41.7985499558, -87.6174566934)"
West Englewood,67,Multifamily,Clara Temple Hampton Residence,1656 W. 63rd St.,60636,773-778-2884,West Englewood Dev. Org.,71,1166121.345,1862956.686,41.77953039,-87.66652651,"(41.779530386, -87.6665265092)"
West Englewood,67,Multifamily,Clara's Village,2115 W. 63rd St,60636,773-434-4929,Interfaith Housing Corp.,13,1163257.203,1862800.707,41.77916282,-87.6770312,"(41.7791628235, -87.6770311971)"
West Garfield Park,27,Supportive Housing,The Rebecca Johnson Apartments,2822 W. Jackson Blvd.,60612,773-638-6393,Deborah's Place Ltd.,52,1157527.975,1898606.336,41.87753589,-87.69706305,"(41.8775358858, -87.6970630483)"
West Lawn,65,Seniors,Senior Suites of Midway Village,6800 S. Keating Ave.,60629,888-339-2315,Senior Lifestyle Corp.,89,1145974.074,1859144.924,41.76947523,-87.74048606,"(41.7694752347, -87.740486055)"
West Pullman ,53,Supportive Housing,Hancock House,12045 S. Emerald Ave.,60628,773-568-3000,Source Works Development,90,1173523.536,1824810.063,41.67469008,-87.64051484,"(41.6746900779, -87.6405148423)"
West Pullman ,53,Senior,All Saints Senior Residence,11701 S. State St.,60628,312-655-7440,Catholic Charities Housing Devp.,42,1178389.496,1827364.136,41.6815901,-87.62262763,"(41.6815900986, -87.6226276337)"
West Ridge,2,Senior,G & A Senior Residences at Ravenswood,1818 W. Peterson Ave.,60660,773-381-7400,Eastgate Village Senior Corp.,89,1162949.472,1939941.189,41.99084916,-87.67599309,"(41.9908491577, -87.6759930884)"
West Ridge,2,Senior,West Ridge Senior Apartments,6142 N. California Ave.,60659,773-381-7400,West Ridge Senior Corp.,117,1156512.51,1940837.411,41.99344157,-87.69964542,"(41.9934415657, -87.6996454249)"
West Ridge,2,Senior,Lincoln Village Senior Apartments,6057 N. Lincoln Ave.,60659,773-338-5900,Perlmark Realty Management,99,1153825.547,1940243.379,41.99186565,-87.70954508,"(41.9918656495, -87.7095450826)"
West Ridge,2,ARO,"5822 North Western, LLC",5822 N. Western Ave.,60659,773-572-2755,Chicago Apartment Finders,2,1159227.225,1938700.509,41.98752226,-87.68971871,"(41.9875222634, -87.6897187055)"
West Town,24,Supportive Housing,Wicker Park Renaissance,1527-31 N. Wicker Park Ave.,60622,773-278-8602,"RRG Development, Inc.",102,1162934.319,1910028.946,41.90876874,-87.67689152,"(41.9087687359, -87.6768915182)"
West Town,24,Multifamily,Paseo Boricua Apartments,1154 N. Campbell St.,60622,312-602-6500,Hispanic Housing Dev. Corp.,61,1159482.293,1907856.105,41.90287808,-87.68963252,"(41.902878079, -87.6896325219)"
West Town,24,Multifamily,La Estancia,2753 W. Division St.,60622,773-227-6332,Bickerdike Redevelopment Corp.,59,1157605.979,1907820.481,41.90281875,-87.69652556,"(41.902818751, -87.6965255554)"
West Town,24,Multifamily,North and Talman Family Apts.,2654 W. North Ave.,60647,773-486-7410,Hispanic Housing Dev. Corp.,30,1158184.401,1910570.961,41.91035449,-87.69432564,"(41.9103544922, -87.6943256397)"
West Town,24,Senior,North & Talman Elderly Apts.,1600 N. Talman Ave.,60647,773-486-7410,Hispanic Housing Dev. Corp.,24,1158416.973,1910568.81,41.91034383,-87.69347132,"(41.9103438337, -87.6934713169)"
West Town,24,Multifamily,Boulevard Court Family Housing,1723-33 N. Humboldt Blvd.,60647,773-486-7410,Hispanic Housing Dev. Corp.,52,1156143.31,1911450.19,41.91280865,-87.70180006,"(41.9128086528, -87.701800063)"
West Town ,24,Multifamily,North & Talman Phase III,2656 W. North Ave.,60647,773-602-2888,Hispanic Housing Dev. Corp.,18,1158163.07,1910570.521,41.91035372,-87.69440401,"(41.9103537221, -87.694404013)"
West Town,24,Multifamily,Borinquen Bella Apartments,"1414,1451 N. Washtenaw Ave.",60622,"773-276-5338, ext. 225",LUCHA,23,1158113.714,1909378.978,41.90708504,-87.69461792,"(41.9070850396, -87.6946179242)"
West Town,24,Multifamily,Borinquen Bella Apartments,"1318,1456 N. Rockwell Ave.",60622,"773-276-5338, ext. 225",LUCHA,24,1158786.704,1908791.071,41.905458,-87.69216188,"(41.905457998, -87.6921618816)"
West Town,24,ARO,1611 West Division,1611 W. Division St.,60622,773-661-5500,M. Fishman & Co.,10,1165376.188,1908029.505,41.9032305,-87.66797825,"(41.9032305014, -87.667978248)"
Woodlawn,42,Multifamily,Woodlawn-Michigan Development,6446 S. Kenwood Ave.,60637,312-226-2200,Wolcott Real Property LLC,33,1186141.366,1862376.561,41.77748903,-87.59314971,"(41.7774890264, -87.5931497136)"
Woodlawn,42,Multifamily,Eddie Mae & Alex Johnson Apartments,6230 S. Dorchester Ave.,60637,773-288-4202,Woodlawn East Community,84,1186573.262,1863816.865,41.78143113,-87.59152085,"(41.7814311307, -87.5915208532)"
Woodlawn,42,Multifamily,Renaissance Apartments,6200 S. University Ave.,60637,773-752-9400,AIMCO,64,1184799.335,1864093.117,41.782231,-87.59801573,"(41.7822309985, -87.598015727)"
Woodlawn,42,Multifamily,WECAN,6450 S. Stony Island Ave.,60637,773-288-3000,WECAN,117,1187957.596,1862318.637,41.77728699,-87.58649335,"(41.7772869881, -87.5864933515)"
Woodlawn,42,Multifamily,65th Street Apartments,6600 S. Greenwood Ave.,60637,773-684-2056,"Urban Property Advisors, LLC",42,1184316.038,1861429.077,41.77493196,-87.59987091,"(41.7749319632, -87.5998709117)"
Woodlawn,42,Multifamily,65th Street Apartments,6522 S. Ingleside Ave.,60637,773-684-2056,"Urban Property Advisors, LLC",18,1183642.029,1861850.344,41.77610371,-87.60232857,"(41.7761037074, -87.6023285746)"
Woodlawn,42,Multifamily,65th Street Apartments,6400 S. Maryland Ave.,60637,773-684-2056,"Urban Property Advisors, LLC",15,1182961.608,1862758.255,41.77861094,-87.60479472,"(41.7786109444, -87.6047947203)"
Woodlawn,42,Multifamily,65th Street Apartments,848-58 E. 65th St.,60637,773-684-2056,"Urban Property Advisors, LLC",6,1183196.24,1862140.115,41.77690925,-87.60395378,"(41.7769092523, -87.603953777)"
Woodlawn,42,Multifamily,65th Street Apartments,817 E. 64th St.,60637,773-684-2056,"Urban Property Advisors, LLC",6,1182886.226,1862714.794,41.77849343,-87.60507242,"(41.7784934339, -87.6050724236)"
Woodlawn,42,Multifamily,Dorchester Apartments,1410 E. 62nd St.,60637,773-572-5500,The Thresholds,67,1186722.404,1864209.572,41.78250522,-87.59096164,"(41.7825052194, -87.5909616433)"
Woodlawn,42,Senior,Butler Apartments,6146 S. Kenwood Ave.,60637,773-955-9290,Woodlawn Comm. Dev. Corp.,17,1186094.259,1864312.843,41.78280346,-87.59326131,"(41.7828034603, -87.5932613147)"
Woodlawn ,42,Multifamily,The Grant at Woodlawn Pk Phase I,6227-29 S. Cottage Grove Ave.,60637,312-283-0030,Preservation Housing Management LLC,67,1182676.847,1863775.147,41.781408,-87.60580712,"(41.7814080037, -87.6058071228)"
Woodlawn,42,Multifamily,The Grant at Woodlawn Pk Phase II,6129 S. Cottage Grove Ave.,60637,312-283-0030,Preservation Housing Management LLC,33,1182661.471,1864419.23,41.78317579,-87.60584352,"(41.7831757851, -87.6058435155)"
Uptown,3,Multifamily,Malden Arms Apts.,4727 N. Malden St.,60640,773-334-2164,Mercy Housing,41,1166646.838,1931640.345,-87.66263241,41.96799271,"(-87.6626324087, 41.967992713)"
Edgewater,77,Multifamily,Winthrop Apts.,6214 N. Winthrop Ave.,60660,773-477-7070 ,Hunter Properties,108,1167688.709,1941496.368,-87.65851604,41.99501546,"(-87.6585160357, 41.9950154576)"
Douglas,35,Multifamily,Park Boulevard IIA,17 W. 36th St.,60609,773-548-8792,"Urban Property Advisors, LLC",36,1176708.767,1881091.479,-87.62716568,41.82906211,"(-87.6271656778, 41.8290621083)"
Near West Side,28,Multifamily,St. Andrew's Court,50 N. Hoyne Ave.,60612,312-226-7620,St. Andrew's Court LP,15,1162359.526,1900563.445,-87.67926811,41.8828067,"(-87.6792681084, 41.8828067022)"
Chicago Lawn,66,Senior,Churchview Supportive Assisted Living,2626 W. 63rd St.,60629,773-471-4444,Greater Southwest Dev. Corp.,86,1159807.028,1862817.69,-87.68967949,41.77928099,"(-87.6896794864, 41.7792809902)"
Chatham,44,Supportive Housing,Karibuni Place,8200 S. Ellis Ave.,60619,773-873-0708,Heartland Housing,72,1184284.153,1850796.894,-87.60031991,41.74575696,"(-87.6003199107, 41.7457569581)"
Near West Side,28,Multifamily,Roosevelt Square Phase I /ABLA Rental,1222 W. Roosevelt Road,60607,312-948-0116,Related Management Co. LP,105,1168285.133,1894881.985,-87.65767338,41.86709035,"(-87.6576733813, 41.8670903488)"
Avalon Park,45,Senior,Montclare Senior Residences of Avalon Park,1200 E. 78th St.,60619,773-933-9000,Montclare Senior Residences,102,1185587.742,1853564.459,-87.5954564,41.75332086,"(-87.5954564009, 41.7533208609)"
Humboldt Park,23,Multifamily,Rosa Parks Apts.,526 N. St. Louis Ave.,60624,773-227-6332,Bickerdike Apts.,12,1152910.964,1903460.212,-87.71388693,41.8909481,"(-87.7138869273, 41.8909480951)"
Near North Side,8,Multfamily,Parkside of Old Town IIB,1151 N. Cleveland Ave.,60622,312-944-8500,Holsten Real Estate Dev. Corp.,12,1172709.408,1907999.787,-87.64104289,41.90298972,"(-87.6410428925, 41.902989721)"
Hyde Park,41,Multifamily,Hyde Park Apts.,5330 S. Harper Ave.,60615,773-955-2610,"DRE, Inc.",36,1187148.234,1870068.251,-87.58921454,41.79857178,"(-87.5892145402, 41.7985717841)"
Oakland,36,Multifamily,Lakefront Phase II,1106 E. 42nd Pl,60653,773-548-8795,"Urban Property Advisors, LLC",3,1184320.237,1877174.699,-87.59936268,41.81813912,"(-87.5993626833, 41.8181391197)"
Woodlawn,42,Multifamily,65th Street Apts.,6600 S. Greenwood Ave.,60637,773-684-2056,"Urban Property Advisors, LLC",42,1184316.038,1861429.077,-87.59987091,41.77493196,"(-87.5998709117, 41.7749319632)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,614 N. Spaulding Ave.,60624,773-227-6332,Bickerdike Apts.,6,1154224.542,1903987.92,-87.70904868,41.89237005,"(-87.7090486845, 41.8923700513)"
West Town ,24,Multifamily,North & Talman Phase III,2656 W. North Ave.,60647,773-602-2888,Hispanic Housing Dev. Corp.,18,1158163.07,1910570.521,-87.69440401,41.91035372,"(-87.694404013, 41.9103537221)"
Logan Square,22,ARO,Noca Blu,2328-48 N. California Ave.,60647,707-483-8708,Pinnacle Living,14,1157275.918,1915411.868,-87.69753123,41.92365685,"(-87.6975312257, 41.9236568473)"
Douglas,35,Senior,Pioneer Gardens Supportive Living,3800 S. King Dr.,60653,773-420-4100,Pioneer Gardens Senior Housing,120,1179441.358,1879836.399,-87.61717842,41.825556,"(-87.6171784181, 41.8255559976)"
Grand Boulevard,38,Multifamily,Legends South - Coleman Place,223 E. 41st St.,60653,773-268-0202,Interstate Realty Management Co.,118,1178573.52,1877831.629,-87.6204233,41.82007455,"(-87.6204232972, 41.820074554)"
Humboldt Park,23,Multifamily,Rosa Parks Apts.,521 N. St. Louis Ave.,60624,773-227-6332,Bickerdike Apts.,6,1152991.429,1903446.155,-87.71359179,41.89090793,"(-87.7135917923, 41.8909079269)"
Albany Park,14,Senior,Darul Amaan Senior Living,4814-58 N. Kedzie Ave.,60625,773-463-3004,East Lake Management & Development Corp.,56,1154133.125,1931889.16,-87.70863783,41.96893506,"(-87.7086378257, 41.9689350644)"
Lakeview ,6,ARO,Clarkview Apts.,3228 N. Clark St.,60657,773-562-6149,Glascott Realty,2,1169778.211,1921699.272,-87.65140951,41.94064621,"(-87.6514095081, 41.9406462133)"
Edgewater,77,Multifamily,Bell Shore Apts.,1062 W. Bryn Mawr Ave.,60660,773-334-5407,Holsten Management Corp.,105,1167941.813,1937401.257,-87.65770384,41.9837729,"(-87.6577038394, 41.9837729037)"
West Garfield Park,26,Senior,Midwest Apts.,6 N. Hamlin Blvd.,60624,773-265-0323,Holsten Management Corp.,276,1151025.526,1899809.62,-87.72090693,41.88096762,"(-87.7209069325, 41.8809676236)"
Hyde Park,41,ARO,Vue53,1330 E. 53rd St.,60615,773-355-4972,Peak Campus,27,1185905.32,1870431.452,-87.59376104,41.79959787,"(-87.5937610369, 41.7995978694)"
Austin,25,Multifamily,Rebecca Walker Complex,223-9 S. Central Ave.,60644,773-261-1550,Affordable Property Management Specialist,12,1139130.076,1898499.873,-87.76461864,41.87759814,"(-87.7646186402, 41.8775981392)"
Humboldt Park,23,Senior,LUCHA Affordable Units,3541 W. North Ave.,60647,312-276-5338,LUCHA,69,1152271.525,1910359.241,-87.71605298,41.90989234,"(-87.7160529794, 41.9098923382)"
Humboldt Park,23,Multifamily,La Estancia,3220 W. Division St.,60651,773-227-6332,Bickerdike Apts.,18,1154584.663,1907840.061,-87.70762292,41.90293349,"(-87.7076229238, 41.9029334898)"
Roseland,49,Inter-generational,Roseland Village Grand-Family Apts.,63 E. 104th St.,60628,773-468-1901,Mercy Housing,10,1178767.713,1835996.433,-87.62098184,41.70526978,"(-87.6209818377, 41.7052697846)"
Humboldt Park,23,Multifamily,La Estancia,3248 W. Division St.,60651,773-227-6332,Bickerdike Apts.,9,1154314.32,1907834.526,-87.7086161,41.90292371,"(-87.7086160992, 41.902923708)"
East Garfield Park,27,Multifamily,Liberty Square Apts.,705-23 S. Independence Ave.,60624,773-538-3800,Bonheur Realty Services Corp.,66,1151407.461,1896705.24,-87.71958599,41.87244138,"(-87.7195859945, 41.8724413776)"
Austin,25,Supportive Housing,Menard Apartments,334 N. Menard Ave.,60644,773-572-5272,The Thresholds,57,1137606.415,1901816.665,-87.77013329,41.88672742,"(-87.7701332901, 41.8867274207)"
Lower West Side,31,Multifamily,Casa Tabasco ,2014 S. Racine Ave.,60608,312-850-1935,The Resurrection Project,45,1168646.297,1890365.991,-87.65647821,41.85469028,"(-87.6564782084, 41.8546902787)"
West Ridge,2,Senior,West Ridge Senior Apts.,6142 N. California Ave.,60659,773-381-7400,West Ridge Senior Corp.,117,1156512.51,1940837.411,-87.69964542,41.99344157,"(-87.6996454249, 41.9934415657)"
Lower West Side,31,Multifamily,Casa Oaxaca,1714 W. 19th St.,60608,312-666-1323,The Resurrection Project,25,1165132.943,1890827.827,-87.66936057,41.85603287,"(-87.6693605655, 41.8560328733)"
North Lawndale,29,Multifamily,Park Douglas,1260 S. Fairfield Ave.,60608,773-893-4800,Interstate Realty Management Co.,1,1158196.48,1893944.253,-87.69473582,41.86472904,"(-87.6947358195, 41.8647290398)"
West Town,24,ARO,East Village Lofts,1100 N. Ashland Ave.,60622,773-218-7500,Wicker Park Apartments Inc.,1,1165486.105,1907421.224,-87.66759184,41.901559,"(-87.667591842, 41.9015589973)"
Roseland,49,Senior,Victory Center of Roseland,10450 S. Michigan Ave.,60628,773-468-6400,Pathway Senior Living ,81,1178829.401,1835494.405,-87.62077116,41.70389075,"(-87.6207711553, 41.7038907515)"
Humboldt Park,23,Multifamily,Rosa Parks Apts.,3341 W. Ohio St.,60624,773-227-6332,Bickerdike Apts.,16,1153814.924,1903755.65,-87.71055924,41.89174085,"(-87.7105592395, 41.8917408493)"
Woodlawn,42,Multifamily,Woodlawn-Michigan Development,6446 S. Kenwood Ave.,60637,312-226-2200,Wolcott Real Property LLC,33,1186141.366,1862376.561,-87.59314971,41.77748903,"(-87.5931497136, 41.7774890264)"
Woodlawn,42,Multifamily,65th Street Apts.,817 E. 64th St.,60637,773-684-2056,"Urban Property Advisors, LLC",6,1182886.226,1862714.794,-87.60507242,41.77849343,"(-87.6050724236, 41.7784934339)"
West Town,24,Multifamily,Borinquen Bella Apts.,"1414,1451 N. Washtenaw Ave.",60622,773-276-5338,LUCHA,23,1158113.714,1909378.978,-87.69461792,41.90708504,"(-87.6946179242, 41.9070850396)"
