Longitude,Latitude,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,SECTION8_UNITS_CNT,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,HA_FYE,HA_PROGRAM_TYPE,TOTAL_UNITS,TOTAL_DWELLING_UNITS,ACC_UNITS,PH_OCCUPIED,SECTION8_OCCUPIED,TOTAL_OCCUPIED,PCT_OCCUPIED,REGULAR_VACANT,PHA_TOTAL_UNITS,NUMBER_REPORTED,PCT_REPORTED,OPFUND_AMNT,OPFUND_AMNT_PREV_YR,CAPFUND_AMNT,CAPFUND_AMNT_PREV_YR,ROSS_AMNT,FSS_AMNT,SPENDING_PER_MONTH,SPENDING_PER_MONTH_PREV_YR,CHLDRN_MBR_CNT,ELDLY_PRCNT,PCT_DISABLED_LT62_ALL,PCT_LT80_MEDIAN,MEDIAN_INC_AMNT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX
-96.156561,40.113795,2958,NE028,Pawnee City Housing Authority,4028522133,4028522133,pvillage@neb.rr.com,4028522133,,twhite@pchauthority.org,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),30-Jun,Low-Rent,64,59,59,47,0,47,79.66000366,8,59,45,95.75,82516,91899,55333,53510,0,0,244,224,15,34.77999878,14.48999977,100,13762,31,Pawnee,133,967800,3,3070
-96.142864,40.867899,3051,NE085,Weeping Water Housing Authority,4022676565,4022676565,wwhousing@windstream.net,4022676565,4022676565,wwhousing@windstream.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),30-Jun,Low-Rent,20,19,19,19,0,19,100,0,19,19,100,12325,20373,16640,16636,0,0,127,171,1,55,25,100,9612,31,Cass,25,965900,2,2192
-96.142779,34.371611,3119,OK124,Housing Authority of the City of Atoka,5808897311,5808897312,lisamhardman@yahoo.com,5808897311,5808897312,lisamhardman@yahoo.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),31-Dec,Low-Rent,121,121,121,115,0,115,95.04000092,4,121,115,100,209953,241912,137635,135496,0,0,252,273,59,27.22999954,15.18000031,95.65000153,10536,40,Atoka,5,587700,2,2103
-96.135937,41.53633,1920,NE092,Blair Housing Authority,4024264552,4024264820,kim@blairhousing.com,4024264552,4024264820,kim@blairhousing.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),31-Dec,Low-Rent,100,100,100,98,0,98,98,2,100,98,100,64936,93012,92590,92567,0,0,134,166,25,41.09000015,17.04999924,100,15472,31,Washington,177,50102,5,5015
-96.128349,33.131589,3343,TX522,Greenville,9034551771,9034551881,Teresa.V@ghousing.org,9034551771,9034551881,Teresa.V@ghousing.org,,,784,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),31-Mar,Section 8,0,0,0,0,674,674,85.97000122,0,784,616,91.38999939,0,0,0,0,0,0,595,543,566,15.35999966,18.30999947,99.51000214,12372,48,Hunt,231,960900,4,4010
-96.098418,42.0265,3095,IA014,Low Rent Housing Agency Of Onawa,7124231736,7124231687,Lrha1@longlines.com,7124231736,7124231687,lrha1@longlines.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),31-Dec,Low-Rent,62,62,62,60,0,60,96.77999878,0,62,60,100,34487,47533,58800,56186,0,0,130,144,0,84.62000275,12.31000042,98.33000183,15160,19,Monona,133,960300,3,3000
-96.097658,32.371321,2401,TX212,Housing Authority of Mabank,9038874220,9038871671,mabankhatx@aol.com,9038874220,,Mabankhatx@aol.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),31-Mar,Low-Rent,16,16,16,15,0,15,93.75,1,16,15,100,37898,41288,17045,17041,0,0,305,324,12,23.53000069,14.71000004,93.33000183,11664,48,Kaufman,257,51300,7,7019
-96.090894,32.144385,3243,TX237,Housing Authority of Trinidad,9037782584,9037784197,trinidadpha@gmail.com,9037782584,9037784197,trinidadpha@gmail.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),31-Mar,Low-Rent,54,54,54,53,0,53,98.15000153,1,54,53,100,118918,134706,57062,55289,0,0,277,293,28,16.15999985,23.22999954,100,11604,48,Henderson,213,950902,1,1062
-96.079556,41.307747,1895,NE153,Douglas County Housing Authority,4024446203,4024446600,sheila@douglascountyhousing.com,4024446227,4024446600,sheila@douglascountyhousing.com,Standard Performer,SMALL (50-99),1180,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",31-Mar,Combined,78,78,78,77,967,1044,82.98999786,1,1258,1224,100,96343,102925,88741,88720,0,0,767,720,1004,9.64000034,23.78000069,99.75,11304,31,Douglas,55,7311,2,2016
-96.079047,30.378587,2833,TX469,Housing Authority of City of Navasota,9368257024,9368254147,nhaofnav@centurylink.net,9368257024,9368254147,nhaofnav@centurylink.net,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),30-Jun,Low-Rent,50,50,50,48,0,48,96,2,50,48,100,120266,104204,65068,61852,0,0,322,282,54,11.97000027,12.81999969,100,9480,48,Grimes,185,180200,3,3004
-96.074463,33.362557,2189,TX104,Housing Authority of Wolfe City,9034967027,9034967027,flumpkin@sbcglobal.net,9034962320,,flumpkin@sbcglobal.net,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),31-Mar,Low-Rent,18,18,18,18,0,18,100,0,18,18,100,50653,57680,21993,21988,0,0,336,391,9,32.34999847,14.71000004,94.44000244,17894,48,Hunt,231,960200,2,2067
-96.062602,39.829124,1742,KS010,Seneca Housing Authority,7853362144,7853362648,seneca.housing@att.net,7853362144,7853362648,seneca.housing@att.net,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),31-Mar,Low-Rent,74,66,68,62,0,62,93.94000244,3,66,59,95.16999817,49175,57331,68237,64064,0,0,158,184,7,41.09999847,8.22000027,100,14340,20,Nemaha,131,480200,3,3111
-96.059125,46.29465,1609,MN008,"HRA of FERGUS FALLS, MINNESOTA",2187393249,2187364706,ffhra@prtel.com,2187393249,2187364706,ffhra@prtel.com,High Performer,SMALL (50-99),185,MEDIUM LOW (100-299),MEDIUM LOW (100-299),30-Jun,Combined,68,67,68,66,166,232,92.05999756,1,252,227,97.83999634,56608,82884,76336,74977,0,0,396,350,104,20.05999947,25.35000038,98.23999786,10960,27,Otter Tail,111,961100,2,2002
-96.059125,46.29465,1610,MN177,OTTER TAIL COUNTY HRA,2187393249,2187364706,ffhra@prtel.com,2187393249,2187364706,ffhra@prtel.com,High Performer,VERY SMALL (0-49),140,MEDIUM LOW (100-299),MEDIUM LOW (100-299),31-Dec,Combined,13,13,13,13,112,125,81.69999695,0,153,122,97.59999847,26034,48718,20561,20273,0,0,484,481,145,7.88000011,13.35999966,97.54000092,10449,27,Otter Tail,111,961100,2,2002
-96.010763,32.167827,2083,TX209,Housing Authority of Malakoff,9034891517,9034891731,malakoffhousing2@embargmail.com,9036768034,9034891731,malakoffhousing2@embarqmail.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),31-Mar,Low-Rent,46,46,46,43,0,43,93.48000336,2,46,43,100,140063,154736,51822,51810,0,0,372,410,44,12.89999962,11.82999992,100,14052,48,Henderson,213,951000,2,2058
-96.006155,32.715522,3245,TX217,Housing Authority of Wills Point,9038732152,9038733280,wpha914@sbcglobal.net,9038732152,9038733280,wpha914@sbcglobal.net,Standard Performer,SMALL (50-99),40,VERY SMALL (0-49),SMALL (50-99),31-Mar,Combined,57,57,57,57,34,91,93.81999969,0,97,90,98.90000153,95808,117332,64130,59590,0,0,351,385,73,12.43999958,21.76000023,98.88999939,11316,48,Van Zandt,467,950500,2,2013
-96.003109,35.436822,2811,OK142,Housing Authority of the City of Henryetta,9186529651,9186529652,hytahud@sbcglobal.net,9186529651,9186529652,hytahud@sbcglobal.net,Standard Performer,SMALL (50-99),115,MEDIUM LOW (100-299),MEDIUM LOW (100-299),30-Sep,Combined,50,50,50,47,37,84,50.90999985,3,165,68,80.95999908,81818,91389,63016,56904,0,0,348,344,53,18.79999924,9.02000046,100,10111,40,Okmulgee,111,902,3,3051
-95.991073,36.166205,2877,OK073,Housing Authority of the City of Tulsa,9185820021,9185820645,OK073@TulsaHousing.Org,9185815722,,Aaron.Darden@tulsahousing.org,High Performer,"LARGE (1,000-4,999)",4964,"LARGE (1,000-4,999)","EXTRA LARGE (5,000+)",31-Dec,Combined,2615,2611,2505,2415,4951,7366,100,64,7360,7249,98.41000366,9165223,9621905,3229703,3339474,0,0,560,557,8430,7.13000011,16.71999931,99.84999847,9312,40,Tulsa,143,1000,1,1032
-95.976609,45.994557,2554,MN169,GRANT COUNTY HRA,2186858240,2186854498,jim.standish@co.grant.mn.us,2186858240,2186854498,jim.standish@co.grant.mn.us,High Performer,SMALL (50-99),51,SMALL (50-99),MEDIUM LOW (100-299),31-Dec,Combined,80,80,80,69,32,101,77.09999847,8,131,104,100,96182,108081,96640,95845,0,0,261,257,46,33.54000092,13.03999996,97.12000275,14972,27,Grant,51,70100,1,1027
-95.969434,41.177629,1896,NE174,Bellevue Housing Authority,4027345448,4027344358,carolyn@bellevuehousing.com,4027345448,4027354358,carolyn@bellevuehousing.com,Standard Performer,VERY SMALL (0-49),275,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),30-Jun,Combined,49,49,49,46,246,292,90.12000275,3,324,321,100,95446,103985,64865,64769,0,0,669,623,394,8.02000046,11.47999954,99.69000244,11257,31,Sarpy,153,10502,3,3016
-95.956948,28.972482,3546,TX035,Housing Authority of the City of Bay City,9792452652,9792451274,linda@bcphatx.org,9792452652,9792451274,linda@bcphatx.org,Standard Performer,SMALL (50-99),266,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),31-Mar,Combined,92,92,92,90,153,243,67.87999725,2,358,239,98.36000061,207049,223383,107736,107576,0,0,493,454,317,6.28000021,9.75,98.33000183,10104,48,Matagorda,321,730301,4,4004
-95.952054,41.254919,1894,NE001,Omaha Housing Authority,4024446900,4024444887,,4024446900,4024444887,jcarlin@ohauthority.org,Substandard Financial,"LARGE (1,000-4,999)",4815,"LARGE (1,000-4,999)","EXTRA LARGE (5,000+)",31-Dec,Combined,2909,2888,2705,2563,4297,6860,93.04000092,141,7373,6699,97.65000153,6022665,6791682,3443493,3327129,0,0,524,539,8446,5.84000015,12.75,99.25,9876,31,Douglas,55,4000,1,1016
-95.947671,40.160615,3691,NE014,Humboldt Housing Authority,4028623201,4028623203,humboldtha@windstream.net,4028623201,4028623203,humboldtha@windstream.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),31-Mar,Low-Rent,30,29,29,21,0,21,72.41000366,6,29,21,100,39782,45502,26126,25272,0,0,262,281,1,33.33000183,37.5,100,12241,31,Richardson,147,968500,2,2255
-95.911701,30.945711,2994,TX245,Housing Authority of the City of Madisonville,9363486346,9363487196,madisonvilleha@nctv.com,9363486346,9363487196,madisonvilleha@nctv.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),30-Sep,Low-Rent,56,55,55,55,0,55,100,0,55,55,100,109839,119598,64710,64694,0,0,264,279,62,11.85000038,18.52000046,92.73000336,13728,48,Madison,313,400,1,1004
-95.909449,45.587036,3046,MN182,STEVENS COUNTY HRA,3202086559,3205855144,melaniefohl@co.stevens.mn.us,3202086559,3205855144,melaniefohl@co.stevens.mn.us,,SMALL (50-99),128,MEDIUM LOW (100-299),MEDIUM LOW (100-299),31-Dec,Combined,60,60,60,57,117,174,92.55000305,2,188,179,100,0,0,60381,0,0,0,318,376,55,20.15999985,23.38999939,99.44000244,11115,27,Stevens,149,480200,3,3030
-95.901721,45.58112,3047,MN030,"HRA of MORRIS, MINNESOTA",3205893142,3205893008,melanie@ci.morris.mn.us,3202086559,3205855144,melaniefohl@co.stevens.mn.us,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),31-Dec,Low-Rent,0,0,0,0,0,0,0,0,0,0,-4,79073,90921,53260,53260,0,0,-4,-4,-4,-4,-4,-4,-4,27,Stevens,149,480200,2,2019
-95.888913,41.557624,1545,IA029,Low Rent Housing Agency Of Missouri Valley,7126422458,7126422672,cheights@qwestoffice.net,7126422458,7126422672,cheights@qwestoffice.net,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),31-Dec,Low-Rent,53,53,53,50,0,50,94.33999634,0,53,50,100,26558,41987,50385,45996,0,0,128,144,0,78.84999847,21.14999962,100,18304,19,Harrison,85,290400,3,3039
-95.888543,41.01278,1814,NE074,Plattsmouth Housing Authority,4022963380,4022963380,sherylkp@windstream.net,4022963380,4022963380,sherylkp@windstream.net,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),30-Jun,Low-Rent,60,60,60,57,0,57,95,2,60,57,100,33960,56020,52053,52040,0,0,126,155,0,65.51999664,27.59000015,100,12888,31,Cass,25,965600,4,4024
-95.884887,32.699123,2187,TX242,Edgewood Housing,9038964655,9038961044,ewha242@sbcglobal.net,9038964655,9038961044,ewha242@sbcglobal.net,Standard Performer,SMALL (50-99),34,VERY SMALL (0-49),SMALL (50-99),30-Sep,Combined,50,50,50,49,31,80,95.23999786,1,84,78,97.5,64488,75941,57016,55190,0,0,278,313,68,15.57999992,22.07999992,98.72000122,11237,48,Van Zandt,467,950300,3,3038
-95.875205,34.027329,3592,OK101,Housing Authority of the City of Boswell,5805662243,5805662243,boswellha@yahoo.com,5805662243,5805662243,boswellha@yahoo.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),30-Jun,Low-Rent,18,18,18,18,0,18,100,0,18,18,100,30326,34188,21045,19844,0,0,238,250,1,45,30,94.44000244,10734,40,Choctaw,23,967300,3,3055
-95.86933,32.932182,2404,TX370,Housing Authority of Point,9035982531,9035986039,phousing370@verizon.net,9035982531,9035986039,phousing370@verizon.net,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),31-Mar,Low-Rent,16,16,16,14,0,14,87.5,2,16,14,100,24607,37883,17502,17039,0,0,251,305,9,12.5,8.32999992,100,12055,48,Rains,379,950200,1,1033
-95.854043,32.215226,3330,TX519,Athens Housing Authority,9036751898,9036751899,athenshud@embarqmail.com,9036751898,9036751899,athenshud@embarqmail.com,,,224,MEDIUM LOW (100-299),MEDIUM LOW (100-299),31-Dec,Section 8,0,0,0,0,191,191,85.26999664,0,224,217,100,0,0,0,0,0,0,544,508,207,11.57999992,9.26000023,97.23999786,9836,48,Henderson,213,951300,4,4021
-95.852761,41.256677,1543,IA023,Municipal Housing Agency of Council Bluffs,7123221491,7123229081,mha@mhacb.org,7123221491,7123229081,cgrieder@mhacb.org,High Performer,MEDIUM LOW (100-299),697,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),31-Dec,Combined,295,294,295,289,661,950,95.86000061,5,991,957,100,242059,287943,288610,278492,0,0,444,431,618,14.80000019,29.10000038,98.54000092,11256,19,Pottawattamie,155,30900,2,2008
-95.848468,40.677466,3024,NE012,Nebraska City Housing Authority,4028735451,4028737383,office@nebraskacityhousing.org,4028735451,4028737383,director@nebraskacityhousing.org,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),31-Mar,Low-Rent,81,75,75,73,0,73,97.33000183,2,75,73,100,90311,98563,72128,69879,0,0,185,198,2,53.00999832,22.88999939,100,12264,31,Otoe,131,967000,1,1068
-95.848432,46.81895,2438,MN190,BECKER COUNTY ECONOMIC DEVELOPMENT AUTHORITY,2188475641,2188446345,laura.psah@MMCDC.com,2188475641,2188446345,lmcknight@mmcdc.com,Standard Performer,VERY SMALL (0-49),74,SMALL (50-99),SMALL (50-99),31-Dec,Combined,25,25,25,23,53,76,76.76000214,2,99,75,98.69000244,70773,62377,34417,34366,0,0,435,368,89,10.15999985,18.18000031,98.66999817,12732,27,Becker,5,450500,3,3062
-95.84531,46.813307,2560,MN107,"HRA OF DETROIT LAKES, MINNESOTA",2188477859,2188478432,karihdlhra@arvig.net,2188477859,2188478432,karihdlhra@arvig.net,Standard Performer,SMALL (50-99),167,MEDIUM LOW (100-299),MEDIUM LOW (100-299),30-Jun,Combined,91,91,91,90,111,201,77.90000153,0,258,199,99.01000214,32771,58622,109526,107649,0,0,307,308,136,20.55999947,13.52000046,98.48999786,13515,27,Becker,5,450500,1,1019
-95.840915,33.137699,3522,TX289,Housing Authority of Cumby,9039942419,9039942254,cumbyha@cumbytel.com,9033662376,9039942254,cumbyha@cumbytel.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),30-Sep,Low-Rent,9,9,9,8,0,8,88.88999939,0,9,7,-4,10718,12923,9826,9577,0,0,-4,-4,-4,-4,-4,-4,-4,48,Hopkins,223,950200,4,4019
-95.836323,40.394697,1897,NE065,Auburn Housing Authority,4022744525,4022744946,auburnhousing@windstream.net,4022744525,4022744946,auburnhousing@windstream.net,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),SMALL (50-99),30-Sep,Low-Rent,51,49,49,47,0,47,95.91000366,2,49,47,100,76700,84645,43469,42058,0,0,213,235,7,50.84999847,16.95000076,100,12870,31,Nemaha,127,968200,1,1076
-95.804617,44.792882,2990,MN069,"HRA OF CLARKFIELD, MINNESOTA",3206694648,3206694648,s.brock.clarkfieldhra@frontiernet.net,3206694648,3206694648,s.brock.clarkfieldhra@frontiernet.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),30-Sep,Low-Rent,34,32,33,30,0,30,93.76000214,1,32,29,96.66999817,50203,64960,31065,30522,0,0,226,295,1,83.87000275,0,93.09999847,20088,27,Yellow Medicine,173,970300,3,3032
-95.803119,39.899599,1741,KS054,Sabetha Housing Authority,7852843075,7852843780,sabethahousing@gmail.com,7852843075,7852843780,sabethahousing@gmail.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),30-Sep,Low-Rent,26,17,18,17,0,17,100,0,17,17,100,33940,45085,15446,15239,0,0,242,314,0,77.77999878,11.10999966,100,14755,20,Nemaha,131,480100,2,2129
-95.785959,44.44712,2856,MN041,PUBLIC HOUSING COMMISSION OF THE CITY OF MARSHALL,5075377083,5075377084,,5075377083,5075377084,parkview@iw.net,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),30-Sep,Low-Rent,145,145,145,144,0,144,99.30999756,0,145,144,100,222973,257652,166678,164502,0,0,225,248,70,10.26000023,11.97000027,100,11250,27,Lyon,83,360400,2,2037
-95.780926,34.930443,2813,OK062,Housing Authority of the City of McAlester,9184233345,9184263064,mhaok062@sbcglobal.net,9184260335,,mhaok062@sbcglobal.net,Substandard Physical,MEDIUM LOW (100-299),73,SMALL (50-99),MEDIUM HIGH (300-999),30-Jun,Combined,274,274,274,261,51,312,89.91000366,12,347,309,99.04000092,597909,643418,333188,325008,0,0,329,339,287,12.56000042,14.67000008,98.70999908,9768,40,Pittsburg,121,486400,2,2064
-95.773439,29.572325,3661,TX483,Housing Authority of the City of Rosenberg,2813421456,2812322920,rha@rosenbergha.org,2813421456,,kbrown@rosenbergha.org,,,453,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Sep,Section 8,0,0,0,0,431,431,95.13999939,0,453,440,100,0,0,0,0,0,0,738,724,604,8.78999996,13.18000031,99.31999969,13239,48,Fort Bend,157,674800,1,1000
-95.7418,39.459334,1758,KS008,Holton Housing Authority,7853642130,7853645759,sherry@atchisonhousing.org,7853642130,7853645759,sherry@atchisonhousing.org,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),31-Mar,Low-Rent,60,60,60,60,0,60,100,0,60,60,100,62563,81666,61899,55446,0,0,173,194,10,35.70999908,20.23999977,96.66999817,12236,20,Jackson,85,82700,2,2033
-95.725476,44.948514,3045,MN026,"HRA of MONTEVIDEO, MINNESOTA",3202696868,3202696509,cmills@montehra.com,3202696868,3202696509,cmills@montehra.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),31-Mar,Low-Rent,81,58,58,56,0,56,96.55000305,2,58,56,100,27902,45344,57171,56245,0,0,127,192,0,55.74000168,14.75,89.29000092,15209,27,Chippewa,23,950600,2,2110
-95.715767,32.670155,2364,TX336,Housing Authority of Grand Saline,9039624031,9039623784,grandsalineha@gmail.com,9039624031,9039623784,grandsalineha@gmail.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),30-Jun,Low-Rent,103,103,103,98,0,98,95.15000153,5,103,95,96.94000244,111875,148682,127266,118478,0,0,203,225,50,31.79000092,15.02999973,96.83999634,13152,48,Van Zandt,467,950200,3,3073
-95.713759,44.950367,2857,MN173,HOUSING AND REDEVELOPMENT AUTH. OF CHIPP. CO.,3202696414,3202693369,ccymchra@qwestoffice.net,3202696414,,ccymchra@qwestoffice.net,,,129,MEDIUM LOW (100-299),MEDIUM LOW (100-299),31-Dec,Section 8,0,0,0,0,123,123,95.34999847,0,129,118,95.93000031,0,0,0,0,0,0,407,354,74,18.56999969,13.81000042,99.15000153,11098,27,Chippewa,23,950600,4,4008
-95.713759,44.950367,2876,MN174,Housing and Redevelopment Authority of Yellow,3202696414,3202693369,ccymchra@qwestoffice.net,3202696414,3202693369,ccymchra@qwestoffice.net,,,73,SMALL (50-99),SMALL (50-99),31-Dec,Section 8,0,0,0,0,67,67,91.77999878,0,73,63,94.02999878,0,0,0,0,0,0,296,321,24,27.95999908,23.65999985,100,11568,27,Chippewa,23,950600,4,4008
-95.688455,33.379552,3504,TX076,Housing Authority of Cooper,9033954212,9033950435,cooperhousingauthority@gmail.com,9033954212,9033950435,cooperhousingauthority@gmail.com,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),31-Mar,Low-Rent,84,84,84,84,0,84,100,0,84,84,100,180653,201086,97030,94577,0,0,275,304,61,16,13.71000004,100,9060,48,Delta,119,950200,2,2016
-95.680885,37.41732,1568,KS069,Neodesha Housing Authority,6203252440,6203252468,lynnenha@hotmail.com,6203252440,6203252468,lestes@neodesha.org,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),31-Mar,Low-Rent,60,59,60,41,0,41,69.48999786,18,59,41,100,86075,98307,64376,61573,0,0,306,317,16,25,26.55999947,100,10320,20,Wilson,205,97400,1,1219
-95.678651,44.606456,3063,MN098,"HRA OF COTTONWOOD, MINNESOTA",5074236495,5074235699,cottonwoodhra@frontiernet.net,5074236495,5074235699,cottonwoodhra@frontiernet.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),31-Mar,Low-Rent,40,39,39,37,0,37,94.87000275,2,39,37,100,54202,64086,40673,40064,0,0,214,248,18,14.28999996,6.3499999,97.30000305,19278,27,Lyon,83,360100,4,4059
-95.678171,40.898251,1683,IA012,Tabor Low Rent Housing Agency,7126291645,7126296105,kjohnson@forestparkmanor.com,7122463213,7122464711,kjohnson@forestparkmanor.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),31-Mar,Low-Rent,20,20,20,20,0,20,100,0,20,20,100,21625,19243,20666,17571,0,0,176,170,1,52.16999817,17.38999939,100,11233,19,Fremont,71,970200,2,2012
-95.655328,40.606807,1404,IA007,Low Rent Housing Agency Of Hamburg,7123821557,7123821016,parkwashplaza@gmail.com,7123821557,7123821016,parkwashplaza@gmail.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),30-Jun,Low-Rent,24,24,24,23,0,23,95.83000183,1,24,23,100,23889,31818,22820,21958,0,0,169,195,0,96,0,100,13308,19,Fremont,71,970300,1,1076
-95.650894,39.03215,2022,KS002,Topeka Housing Authority,7853578842,7853572648,sgeorge@tha.gov,7853578842,,sgeorge@tha.gov,High Performer,MEDIUM HIGH (300-999),1350,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",31-Dec,Combined,744,735,744,689,1218,1907,91.45999908,38,2085,1923,100,1649347,1768695,928312,817658,0,0,454,445,1559,10.38000011,22.92000008,99.26999664,10824,20,Shawnee,177,3100,3,3053
-95.64307,40.746897,1405,IA008,Low Rent Housing Agency Of Sidney,7123742644,7123742644,kjohnson@forestparkmanor.com,7122463213,7122464711,kjohnson@forestparkmanor.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),31-Mar,Low-Rent,20,20,20,19,0,19,95,0,20,19,100,17313,22614,19351,18615,0,0,161,191,1,78.26000214,8.69999981,100,13236,19,Fremont,71,970200,3,3085
-95.638693,32.521227,3216,TX344,Housing Authority of Van,9039637001,9039637001,vanhousingauthority@gmail.com,9039637001,9039637846,vanhousingauthority@gmail.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),30-Sep,Low-Rent,30,30,30,27,0,27,90,2,30,27,100,37793,38357,32332,29972,0,0,216,203,10,24.38999939,26.82999992,100,11844,48,Van Zandt,467,950800,3,3063
-95.63039,32.793723,3415,TX241,Housing Authority of Alba,9037652541,9037659019,albahousingauthority@gmail.com,9037652541,9037659019,albahousingauthority@gmail.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),30-Sep,Low-Rent,14,14,14,11,0,11,78.56999969,3,14,11,100,11952,13355,15352,14962,0,0,207,182,4,33.33000183,20,100,11184,48,Wood,499,950400,1,1114
-95.625928,44.236058,3111,MN040,"HRA of TRACY, MINNESOTA",5076293160,5076298053,tracyhra@iw.net,5076293160,5076298053,tracyhra@iw.net,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),31-Dec,Low-Rent,60,60,60,55,0,55,91.66999817,4,60,55,100,72108,98063,57009,55902,0,0,196,238,1,68.97000122,6.9000001,92.73000336,16140,27,Lyon,83,360700,1,1027
-95.621937,34.232787,2814,OK025,Housing Authority of the Town of Antlers,5802985542,5802985543,ok025antlers@netscape.net,5802985542,5802985543,ok025antlers@netscape.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),30-Jun,Low-Rent,84,84,84,81,0,81,96.43000031,3,84,81,100,151023,138398,92930,91385,0,0,251,234,59,12.5,13.13000011,90.12000275,13644,40,Pushmataha,127,97700,4,4090
-95.601767,43.623598,3048,MN034,"HRA of WORTHINGTON, MINNESOTA",5073763655,5073763055,randyt@worthingtonhra.com,5073763655,5073763055,randyt@worthingtonhra.com,Standard Performer,MEDIUM LOW (100-299),269,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),31-Dec,Combined,136,136,136,129,167,296,73.08000183,7,405,283,95.61000061,134951,199541,144921,142295,0,0,321,353,297,10.98999977,12.52000046,96.81999969,13008,27,Nobles,105,105600,5,5000
-95.598721,45.316838,2971,MN014,"HRA of BENSON, MINNESOTA",3208428481,3208433018,bensnhra@willmarnet.com,3208428481,3208433018,bensnhra@willmarnet.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),MEDIUM LOW (100-299),31-Mar,Low-Rent,109,94,95,92,0,92,97.87999725,1,94,92,100,88619,107236,94151,92635,0,0,166,187,3,62.75,17.64999962,95.65000153,13170,27,Swift,151,960200,1,1053
